order_day,gl,product_family,units,ops
10/3/20,Entertainment Collectibles,Hardlines,2,55
10/4/20,Entertainment Collectibles,Hardlines,2,79
10/5/20,Entertainment Collectibles,Hardlines,2,42
10/6/20,Entertainment Collectibles,Hardlines,2,67
10/7/20,Entertainment Collectibles,Hardlines,2,65
10/8/20,Entertainment Collectibles,Hardlines,2,67
10/9/20,Entertainment Collectibles,Hardlines,2,89
10/10/20,Entertainment Collectibles,Hardlines,2,212
10/11/20,Entertainment Collectibles,Hardlines,2,66
10/12/20,Entertainment Collectibles,Hardlines,2,84
10/13/20,Entertainment Collectibles,Hardlines,2,2946
10/14/20,Entertainment Collectibles,Hardlines,2,68
10/15/20,Entertainment Collectibles,Hardlines,2,60
10/16/20,Entertainment Collectibles,Hardlines,2,57
10/17/20,Entertainment Collectibles,Hardlines,2,73
10/18/20,Entertainment Collectibles,Hardlines,2,63
10/19/20,Entertainment Collectibles,Hardlines,2,2687
10/20/20,Entertainment Collectibles,Hardlines,2,90
10/21/20,Entertainment Collectibles,Hardlines,2,63
10/22/20,Entertainment Collectibles,Hardlines,2,60
10/23/20,Entertainment Collectibles,Hardlines,2,65
10/24/20,Entertainment Collectibles,Hardlines,2,7140
10/25/20,Entertainment Collectibles,Hardlines,2,71
10/26/20,Entertainment Collectibles,Hardlines,2,49
10/27/20,Entertainment Collectibles,Hardlines,2,65
10/28/20,Entertainment Collectibles,Hardlines,2,167
10/29/20,Entertainment Collectibles,Hardlines,2,45
10/30/20,Entertainment Collectibles,Hardlines,3,2641
10/31/20,Entertainment Collectibles,Hardlines,2,68
11/1/20,Entertainment Collectibles,Hardlines,2,61
11/2/20,Entertainment Collectibles,Hardlines,2,4944
11/3/20,Entertainment Collectibles,Hardlines,2,101
11/4/20,Entertainment Collectibles,Hardlines,2,66
11/5/20,Entertainment Collectibles,Hardlines,1,56
11/6/20,Entertainment Collectibles,Hardlines,2,43
11/7/20,Entertainment Collectibles,Hardlines,2,63
11/8/20,Entertainment Collectibles,Hardlines,2,46
11/9/20,Entertainment Collectibles,Hardlines,1,63
11/10/20,Entertainment Collectibles,Hardlines,2,2546
11/11/20,Entertainment Collectibles,Hardlines,2,56
11/12/20,Entertainment Collectibles,Hardlines,2,499
11/13/20,Entertainment Collectibles,Hardlines,2,66
11/14/20,Entertainment Collectibles,Hardlines,2,63
11/15/20,Entertainment Collectibles,Hardlines,2,2689
11/16/20,Entertainment Collectibles,Hardlines,2,86
11/17/20,Entertainment Collectibles,Hardlines,2,55
11/18/20,Entertainment Collectibles,Hardlines,2,63
11/19/20,Entertainment Collectibles,Hardlines,2,2678
11/20/20,Entertainment Collectibles,Hardlines,2,2509
11/21/20,Entertainment Collectibles,Hardlines,2,2710
11/22/20,Entertainment Collectibles,Hardlines,2,2768
11/23/20,Entertainment Collectibles,Hardlines,2,4756
11/24/20,Entertainment Collectibles,Hardlines,2,280
11/25/20,Entertainment Collectibles,Hardlines,2,66
11/26/20,Entertainment Collectibles,Hardlines,2,2755
11/27/20,Entertainment Collectibles,Hardlines,2,2701
11/28/20,Entertainment Collectibles,Hardlines,2,77
11/29/20,Entertainment Collectibles,Hardlines,2,67
11/30/20,Entertainment Collectibles,Hardlines,2,10228
12/1/20,Entertainment Collectibles,Hardlines,2,64
12/2/20,Entertainment Collectibles,Hardlines,2,2613
12/3/20,Entertainment Collectibles,Hardlines,2,77
12/4/20,Entertainment Collectibles,Hardlines,2,81
12/5/20,Entertainment Collectibles,Hardlines,2,80
12/6/20,Entertainment Collectibles,Hardlines,2,47
12/7/20,Entertainment Collectibles,Hardlines,2,13366
12/8/20,Entertainment Collectibles,Hardlines,2,5383
12/9/20,Entertainment Collectibles,Hardlines,2,10375
12/10/20,Entertainment Collectibles,Hardlines,2,49
12/11/20,Entertainment Collectibles,Hardlines,2,66
12/12/20,Entertainment Collectibles,Hardlines,2,5005
12/13/20,Entertainment Collectibles,Hardlines,2,5168
12/14/20,Entertainment Collectibles,Hardlines,2,7841
12/15/20,Entertainment Collectibles,Hardlines,2,2798
12/16/20,Entertainment Collectibles,Hardlines,2,7985
12/17/20,Entertainment Collectibles,Hardlines,2,10691
12/18/20,Entertainment Collectibles,Hardlines,2,10373
12/19/20,Entertainment Collectibles,Hardlines,2,90
12/20/20,Entertainment Collectibles,Hardlines,2,2528
12/21/20,Entertainment Collectibles,Hardlines,2,77
12/22/20,Entertainment Collectibles,Hardlines,2,5495
12/23/20,Entertainment Collectibles,Hardlines,2,58
12/24/20,Entertainment Collectibles,Hardlines,2,67
12/25/20,Entertainment Collectibles,Hardlines,2,53
12/26/20,Entertainment Collectibles,Hardlines,2,90
12/27/20,Entertainment Collectibles,Hardlines,2,86
12/28/20,Entertainment Collectibles,Hardlines,2,69
12/29/20,Entertainment Collectibles,Hardlines,2,59
12/30/20,Entertainment Collectibles,Hardlines,2,96
12/31/20,Entertainment Collectibles,Hardlines,2,92
1/1/21,Entertainment Collectibles,Hardlines,2,67
1/2/21,Entertainment Collectibles,Hardlines,2,118
1/3/21,Entertainment Collectibles,Hardlines,2,88
1/4/21,Entertainment Collectibles,Hardlines,2,76
1/5/21,Entertainment Collectibles,Hardlines,2,71
1/6/21,Entertainment Collectibles,Hardlines,2,91
1/7/21,Entertainment Collectibles,Hardlines,2,68
1/8/21,Entertainment Collectibles,Hardlines,2,61
1/9/21,Entertainment Collectibles,Hardlines,2,2881
1/10/21,Entertainment Collectibles,Hardlines,2,110
1/11/21,Entertainment Collectibles,Hardlines,2,60
1/12/21,Entertainment Collectibles,Hardlines,2,61
1/13/21,Entertainment Collectibles,Hardlines,2,101
1/14/21,Entertainment Collectibles,Hardlines,2,59
1/15/21,Entertainment Collectibles,Hardlines,2,51
1/16/21,Entertainment Collectibles,Hardlines,2,69
1/17/21,Entertainment Collectibles,Hardlines,2,86
1/18/21,Entertainment Collectibles,Hardlines,2,73
1/19/21,Entertainment Collectibles,Hardlines,2,82
1/20/21,Entertainment Collectibles,Hardlines,2,4390
1/21/21,Entertainment Collectibles,Hardlines,2,74
1/22/21,Entertainment Collectibles,Hardlines,2,793
1/23/21,Entertainment Collectibles,Hardlines,2,59
1/24/21,Entertainment Collectibles,Hardlines,2,2615
1/25/21,Entertainment Collectibles,Hardlines,2,60
1/26/21,Entertainment Collectibles,Hardlines,2,57
1/27/21,Entertainment Collectibles,Hardlines,2,734
1/28/21,Entertainment Collectibles,Hardlines,2,4874
1/29/21,Entertainment Collectibles,Hardlines,2,55
1/30/21,Entertainment Collectibles,Hardlines,2,71
1/31/21,Entertainment Collectibles,Hardlines,3,108
2/1/21,Entertainment Collectibles,Hardlines,2,71
2/2/21,Entertainment Collectibles,Hardlines,2,185
2/3/21,Entertainment Collectibles,Hardlines,2,81
2/4/21,Entertainment Collectibles,Hardlines,2,76
2/5/21,Entertainment Collectibles,Hardlines,2,70
2/6/21,Entertainment Collectibles,Hardlines,2,161
2/7/21,Entertainment Collectibles,Hardlines,2,4789
2/8/21,Entertainment Collectibles,Hardlines,1,2599
2/9/21,Entertainment Collectibles,Hardlines,2,81
2/10/21,Entertainment Collectibles,Hardlines,2,78
2/11/21,Entertainment Collectibles,Hardlines,2,59
2/12/21,Entertainment Collectibles,Hardlines,2,106
2/13/21,Entertainment Collectibles,Hardlines,2,90
2/14/21,Entertainment Collectibles,Hardlines,2,65
2/15/21,Entertainment Collectibles,Hardlines,2,64
2/16/21,Entertainment Collectibles,Hardlines,2,2404
2/17/21,Entertainment Collectibles,Hardlines,2,62
2/18/21,Entertainment Collectibles,Hardlines,2,7323
2/19/21,Entertainment Collectibles,Hardlines,2,52
2/20/21,Entertainment Collectibles,Hardlines,2,114
2/21/21,Entertainment Collectibles,Hardlines,2,104
2/22/21,Entertainment Collectibles,Hardlines,2,70
2/23/21,Entertainment Collectibles,Hardlines,2,59
2/24/21,Entertainment Collectibles,Hardlines,2,50
2/25/21,Entertainment Collectibles,Hardlines,2,77
2/26/21,Entertainment Collectibles,Hardlines,2,65
2/27/21,Entertainment Collectibles,Hardlines,2,66
2/28/21,Entertainment Collectibles,Hardlines,2,72
3/1/21,Entertainment Collectibles,Hardlines,2,58
3/2/21,Entertainment Collectibles,Hardlines,2,2730
3/3/21,Entertainment Collectibles,Hardlines,2,67
3/4/21,Entertainment Collectibles,Hardlines,2,80
3/5/21,Entertainment Collectibles,Hardlines,2,61
3/6/21,Entertainment Collectibles,Hardlines,2,68
3/7/21,Entertainment Collectibles,Hardlines,2,59
3/8/21,Entertainment Collectibles,Hardlines,2,47
3/9/21,Entertainment Collectibles,Hardlines,2,53
3/10/21,Entertainment Collectibles,Hardlines,2,71
3/11/21,Entertainment Collectibles,Hardlines,2,53
3/12/21,Entertainment Collectibles,Hardlines,2,3451
3/13/21,Entertainment Collectibles,Hardlines,2,66
3/14/21,Entertainment Collectibles,Hardlines,2,5851
3/15/21,Entertainment Collectibles,Hardlines,2,65
3/16/21,Entertainment Collectibles,Hardlines,2,60
3/17/21,Entertainment Collectibles,Hardlines,2,58
3/18/21,Entertainment Collectibles,Hardlines,2,43
3/19/21,Entertainment Collectibles,Hardlines,2,46
3/20/21,Entertainment Collectibles,Hardlines,2,55
3/21/21,Entertainment Collectibles,Hardlines,2,120
3/22/21,Entertainment Collectibles,Hardlines,2,82
3/23/21,Entertainment Collectibles,Hardlines,2,112
3/24/21,Entertainment Collectibles,Hardlines,2,94
3/25/21,Entertainment Collectibles,Hardlines,2,80
3/26/21,Entertainment Collectibles,Hardlines,2,89
3/27/21,Entertainment Collectibles,Hardlines,2,82
3/28/21,Entertainment Collectibles,Hardlines,2,2752
3/29/21,Entertainment Collectibles,Hardlines,2,54
3/30/21,Entertainment Collectibles,Hardlines,1,53
3/31/21,Entertainment Collectibles,Hardlines,2,54
4/1/21,Entertainment Collectibles,Hardlines,2,7205
4/2/21,Entertainment Collectibles,Hardlines,2,44
4/3/21,Entertainment Collectibles,Hardlines,1,51
4/4/21,Entertainment Collectibles,Hardlines,2,48
4/5/21,Entertainment Collectibles,Hardlines,1,59
4/6/21,Entertainment Collectibles,Hardlines,2,2315
4/7/21,Entertainment Collectibles,Hardlines,2,68
4/8/21,Entertainment Collectibles,Hardlines,2,51
4/9/21,Entertainment Collectibles,Hardlines,2,2711
4/10/21,Entertainment Collectibles,Hardlines,2,61
4/11/21,Entertainment Collectibles,Hardlines,2,59
4/12/21,Entertainment Collectibles,Hardlines,2,2621
4/13/21,Entertainment Collectibles,Hardlines,2,59
4/14/21,Entertainment Collectibles,Hardlines,2,2250
4/15/21,Entertainment Collectibles,Hardlines,2,60
4/16/21,Entertainment Collectibles,Hardlines,2,54
4/17/21,Entertainment Collectibles,Hardlines,2,70
4/18/21,Entertainment Collectibles,Hardlines,2,71
4/19/21,Entertainment Collectibles,Hardlines,2,65
4/20/21,Entertainment Collectibles,Hardlines,2,71
4/21/21,Entertainment Collectibles,Hardlines,2,48
4/22/21,Entertainment Collectibles,Hardlines,2,57
4/23/21,Entertainment Collectibles,Hardlines,2,2662
4/24/21,Entertainment Collectibles,Hardlines,2,89
4/25/21,Entertainment Collectibles,Hardlines,2,2863
4/26/21,Entertainment Collectibles,Hardlines,2,69
4/27/21,Entertainment Collectibles,Hardlines,2,100
4/28/21,Entertainment Collectibles,Hardlines,1,4989
4/29/21,Entertainment Collectibles,Hardlines,2,46
4/30/21,Entertainment Collectibles,Hardlines,2,77
5/1/21,Entertainment Collectibles,Hardlines,2,91
5/2/21,Entertainment Collectibles,Hardlines,2,59
5/3/21,Entertainment Collectibles,Hardlines,2,66
5/4/21,Entertainment Collectibles,Hardlines,2,64
5/5/21,Entertainment Collectibles,Hardlines,2,74
5/6/21,Entertainment Collectibles,Hardlines,2,2339
5/7/21,Entertainment Collectibles,Hardlines,2,95
5/8/21,Entertainment Collectibles,Hardlines,2,2313
5/9/21,Entertainment Collectibles,Hardlines,2,2951
5/10/21,Entertainment Collectibles,Hardlines,2,76
5/11/21,Entertainment Collectibles,Hardlines,1,2445
5/12/21,Entertainment Collectibles,Hardlines,2,2681
5/13/21,Entertainment Collectibles,Hardlines,2,2322
5/14/21,Entertainment Collectibles,Hardlines,2,81
5/15/21,Entertainment Collectibles,Hardlines,2,3043
5/16/21,Entertainment Collectibles,Hardlines,2,64
5/17/21,Entertainment Collectibles,Hardlines,2,70
5/18/21,Entertainment Collectibles,Hardlines,2,8008
5/19/21,Entertainment Collectibles,Hardlines,2,2448
5/20/21,Entertainment Collectibles,Hardlines,2,63
5/21/21,Entertainment Collectibles,Hardlines,2,80
5/22/21,Entertainment Collectibles,Hardlines,2,5050
5/23/21,Entertainment Collectibles,Hardlines,2,80
5/24/21,Entertainment Collectibles,Hardlines,2,66
5/25/21,Entertainment Collectibles,Hardlines,2,63
5/26/21,Entertainment Collectibles,Hardlines,2,2758
5/27/21,Entertainment Collectibles,Hardlines,2,161
5/28/21,Entertainment Collectibles,Hardlines,2,119
5/29/21,Entertainment Collectibles,Hardlines,2,5004
5/30/21,Entertainment Collectibles,Hardlines,2,134
5/31/21,Entertainment Collectibles,Hardlines,2,120
6/1/21,Entertainment Collectibles,Hardlines,2,88
6/2/21,Entertainment Collectibles,Hardlines,2,74
6/3/21,Entertainment Collectibles,Hardlines,2,80
6/4/21,Entertainment Collectibles,Hardlines,3,78
6/5/21,Entertainment Collectibles,Hardlines,2,100
6/6/21,Entertainment Collectibles,Hardlines,2,92
6/7/21,Entertainment Collectibles,Hardlines,2,7454
6/8/21,Entertainment Collectibles,Hardlines,2,5466
6/9/21,Entertainment Collectibles,Hardlines,3,93
6/10/21,Entertainment Collectibles,Hardlines,3,2998
6/11/21,Entertainment Collectibles,Hardlines,3,106
6/12/21,Entertainment Collectibles,Hardlines,3,2653
6/13/21,Entertainment Collectibles,Hardlines,3,119
6/14/21,Entertainment Collectibles,Hardlines,3,122
6/15/21,Entertainment Collectibles,Hardlines,3,107
6/16/21,Entertainment Collectibles,Hardlines,5,162
6/17/21,Entertainment Collectibles,Hardlines,3,119
6/18/21,Entertainment Collectibles,Hardlines,4,167
6/19/21,Entertainment Collectibles,Hardlines,8,257
6/20/21,Entertainment Collectibles,Hardlines,3,146
6/21/21,Entertainment Collectibles,Hardlines,4,2321
6/22/21,Entertainment Collectibles,Hardlines,4,205
6/23/21,Entertainment Collectibles,Hardlines,5,2451
6/24/21,Entertainment Collectibles,Hardlines,4,176
6/25/21,Entertainment Collectibles,Hardlines,6,227
6/26/21,Entertainment Collectibles,Hardlines,5,210
6/27/21,Entertainment Collectibles,Hardlines,5,222
6/28/21,Entertainment Collectibles,Hardlines,5,271
6/29/21,Entertainment Collectibles,Hardlines,5,193
6/30/21,Entertainment Collectibles,Hardlines,5,213
7/1/21,Entertainment Collectibles,Hardlines,6,228
7/2/21,Entertainment Collectibles,Hardlines,7,245
7/3/21,Entertainment Collectibles,Hardlines,7,276
7/4/21,Entertainment Collectibles,Hardlines,6,239
7/5/21,Entertainment Collectibles,Hardlines,6,5665
7/6/21,Entertainment Collectibles,Hardlines,6,253
7/7/21,Entertainment Collectibles,Hardlines,7,243
7/8/21,Entertainment Collectibles,Hardlines,7,235
7/9/21,Entertainment Collectibles,Hardlines,7,257
7/10/21,Entertainment Collectibles,Hardlines,6,2464
7/11/21,Entertainment Collectibles,Hardlines,5,198
7/12/21,Entertainment Collectibles,Hardlines,4,155
7/13/21,Entertainment Collectibles,Hardlines,3,169
7/14/21,Entertainment Collectibles,Hardlines,3,133
7/15/21,Entertainment Collectibles,Hardlines,2,69
7/16/21,Entertainment Collectibles,Hardlines,2,61
7/17/21,Entertainment Collectibles,Hardlines,3,95
7/18/21,Entertainment Collectibles,Hardlines,3,92
7/19/21,Entertainment Collectibles,Hardlines,3,92
7/20/21,Entertainment Collectibles,Hardlines,2,62
7/21/21,Entertainment Collectibles,Hardlines,3,76
7/22/21,Entertainment Collectibles,Hardlines,2,67
7/23/21,Entertainment Collectibles,Hardlines,2,63
7/25/20,Food and Beverage,Consumables,0,0
7/29/20,Food and Beverage,Consumables,0,0
7/31/20,Food and Beverage,Consumables,0,0
8/1/20,Food and Beverage,Consumables,0,0
8/6/20,Food and Beverage,Consumables,0,0
8/10/20,Food and Beverage,Consumables,0,0
8/14/20,Food and Beverage,Consumables,0,0
8/15/20,Food and Beverage,Consumables,0,0
8/16/20,Food and Beverage,Consumables,0,0
8/17/20,Food and Beverage,Consumables,0,0
8/22/20,Food and Beverage,Consumables,0,0
8/29/20,Food and Beverage,Consumables,0,0
8/30/20,Food and Beverage,Consumables,0,0
9/2/20,Food and Beverage,Consumables,0,0
9/3/20,Food and Beverage,Consumables,0,0
9/4/20,Food and Beverage,Consumables,0,0
9/5/20,Food and Beverage,Consumables,0,0
9/6/20,Food and Beverage,Consumables,0,0
10/13/20,Food and Beverage,Consumables,0,0
10/31/20,Food and Beverage,Consumables,0,0
11/13/20,Food and Beverage,Consumables,0,0
11/27/20,Food and Beverage,Consumables,0,0
11/30/20,Food and Beverage,Consumables,0,0
7/24/20,Furniture,Hardlines,223,20778
7/25/20,Furniture,Hardlines,292,28392
7/26/20,Furniture,Hardlines,256,23336
7/27/20,Furniture,Hardlines,243,22859
7/28/20,Furniture,Hardlines,228,23011
7/29/20,Furniture,Hardlines,215,20468
7/30/20,Furniture,Hardlines,231,24034
7/31/20,Furniture,Hardlines,253,23964
8/1/20,Furniture,Hardlines,252,23073
8/2/20,Furniture,Hardlines,218,21361
8/3/20,Furniture,Hardlines,218,20592
8/4/20,Furniture,Hardlines,211,20080
8/5/20,Furniture,Hardlines,212,21730
8/6/20,Furniture,Hardlines,235,20594
8/7/20,Furniture,Hardlines,241,23940
8/8/20,Furniture,Hardlines,272,24162
8/9/20,Furniture,Hardlines,231,22861
8/10/20,Furniture,Hardlines,217,21293
8/11/20,Furniture,Hardlines,206,20668
8/12/20,Furniture,Hardlines,186,17951
8/13/20,Furniture,Hardlines,191,19698
8/14/20,Furniture,Hardlines,238,22724
8/15/20,Furniture,Hardlines,237,21603
8/16/20,Furniture,Hardlines,216,20086
8/17/20,Furniture,Hardlines,224,21154
8/18/20,Furniture,Hardlines,196,21001
8/19/20,Furniture,Hardlines,198,19309
8/20/20,Furniture,Hardlines,210,20392
8/21/20,Furniture,Hardlines,228,22167
8/22/20,Furniture,Hardlines,238,23349
8/23/20,Furniture,Hardlines,226,23560
8/24/20,Furniture,Hardlines,242,22011
8/25/20,Furniture,Hardlines,223,21462
8/26/20,Furniture,Hardlines,203,20899
8/27/20,Furniture,Hardlines,212,21130
8/28/20,Furniture,Hardlines,212,20375
8/29/20,Furniture,Hardlines,234,22515
8/30/20,Furniture,Hardlines,233,21550
8/31/20,Furniture,Hardlines,219,21501
9/1/20,Furniture,Hardlines,231,21834
9/2/20,Furniture,Hardlines,201,19922
9/3/20,Furniture,Hardlines,202,19873
9/4/20,Furniture,Hardlines,234,21683
9/5/20,Furniture,Hardlines,207,22058
9/6/20,Furniture,Hardlines,191,19009
9/7/20,Furniture,Hardlines,225,21981
9/8/20,Furniture,Hardlines,213,20966
9/9/20,Furniture,Hardlines,211,21107
9/10/20,Furniture,Hardlines,204,21383
9/11/20,Furniture,Hardlines,244,25037
9/12/20,Furniture,Hardlines,285,27262
9/13/20,Furniture,Hardlines,255,23392
9/14/20,Furniture,Hardlines,306,32389
9/15/20,Furniture,Hardlines,295,33941
9/16/20,Furniture,Hardlines,258,25906
9/17/20,Furniture,Hardlines,250,25290
9/18/20,Furniture,Hardlines,286,29990
9/19/20,Furniture,Hardlines,266,27255
9/20/20,Furniture,Hardlines,267,26082
9/21/20,Furniture,Hardlines,284,27931
9/22/20,Furniture,Hardlines,258,26404
9/23/20,Furniture,Hardlines,239,23076
9/24/20,Furniture,Hardlines,263,26963
9/25/20,Furniture,Hardlines,288,28860
9/26/20,Furniture,Hardlines,277,28075
9/27/20,Furniture,Hardlines,249,24341
9/28/20,Furniture,Hardlines,267,25394
9/29/20,Furniture,Hardlines,236,23636
9/30/20,Furniture,Hardlines,239,21860
10/1/20,Furniture,Hardlines,238,23541
10/2/20,Furniture,Hardlines,254,27285
10/3/20,Furniture,Hardlines,256,25420
10/4/20,Furniture,Hardlines,270,24858
10/5/20,Furniture,Hardlines,263,24382
10/6/20,Furniture,Hardlines,247,24984
10/7/20,Furniture,Hardlines,220,21925
10/8/20,Furniture,Hardlines,219,22083
10/9/20,Furniture,Hardlines,266,25906
10/10/20,Furniture,Hardlines,261,25214
10/11/20,Furniture,Hardlines,247,23806
10/12/20,Furniture,Hardlines,236,24448
10/13/20,Furniture,Hardlines,234,23430
10/14/20,Furniture,Hardlines,222,21230
10/15/20,Furniture,Hardlines,219,20936
10/16/20,Furniture,Hardlines,266,24566
10/17/20,Furniture,Hardlines,259,24418
10/18/20,Furniture,Hardlines,234,24595
10/19/20,Furniture,Hardlines,246,24081
10/20/20,Furniture,Hardlines,294,24085
10/21/20,Furniture,Hardlines,229,22166
10/22/20,Furniture,Hardlines,215,20998
10/23/20,Furniture,Hardlines,245,24425
10/24/20,Furniture,Hardlines,264,25706
10/25/20,Furniture,Hardlines,243,24884
10/26/20,Furniture,Hardlines,243,24787
10/27/20,Furniture,Hardlines,229,21471
10/28/20,Furniture,Hardlines,202,21035
10/29/20,Furniture,Hardlines,207,21535
10/30/20,Furniture,Hardlines,254,23173
10/31/20,Furniture,Hardlines,257,24009
11/1/20,Furniture,Hardlines,249,23707
11/2/20,Furniture,Hardlines,240,23091
11/3/20,Furniture,Hardlines,209,21608
11/4/20,Furniture,Hardlines,206,20050
11/5/20,Furniture,Hardlines,172,17829
11/6/20,Furniture,Hardlines,206,19657
11/7/20,Furniture,Hardlines,249,23995
11/8/20,Furniture,Hardlines,226,23775
11/9/20,Furniture,Hardlines,230,44164
11/10/20,Furniture,Hardlines,223,22588
11/11/20,Furniture,Hardlines,204,21828
11/12/20,Furniture,Hardlines,217,19795
11/13/20,Furniture,Hardlines,251,25458
11/14/20,Furniture,Hardlines,265,24558
11/15/20,Furniture,Hardlines,260,23485
11/16/20,Furniture,Hardlines,252,24211
11/17/20,Furniture,Hardlines,230,22173
11/18/20,Furniture,Hardlines,219,21407
11/19/20,Furniture,Hardlines,228,20799
11/20/20,Furniture,Hardlines,272,27158
11/21/20,Furniture,Hardlines,275,27495
11/22/20,Furniture,Hardlines,250,26027
11/23/20,Furniture,Hardlines,271,24114
11/24/20,Furniture,Hardlines,228,22633
11/25/20,Furniture,Hardlines,240,20973
11/26/20,Furniture,Hardlines,219,22013
11/27/20,Furniture,Hardlines,282,25966
11/28/20,Furniture,Hardlines,297,27567
11/29/20,Furniture,Hardlines,312,26985
11/30/20,Furniture,Hardlines,259,24346
12/1/20,Furniture,Hardlines,240,22970
12/2/20,Furniture,Hardlines,211,21938
12/3/20,Furniture,Hardlines,215,19533
12/4/20,Furniture,Hardlines,232,21989
12/5/20,Furniture,Hardlines,273,26270
12/6/20,Furniture,Hardlines,247,26200
12/7/20,Furniture,Hardlines,242,23506
12/8/20,Furniture,Hardlines,225,21856
12/9/20,Furniture,Hardlines,226,22355
12/10/20,Furniture,Hardlines,217,21184
12/11/20,Furniture,Hardlines,260,25406
12/12/20,Furniture,Hardlines,279,28708
12/13/20,Furniture,Hardlines,268,26557
12/14/20,Furniture,Hardlines,246,24970
12/15/20,Furniture,Hardlines,228,22419
12/16/20,Furniture,Hardlines,221,21391
12/17/20,Furniture,Hardlines,212,21002
12/18/20,Furniture,Hardlines,220,21436
12/19/20,Furniture,Hardlines,306,30205
12/20/20,Furniture,Hardlines,261,27864
12/21/20,Furniture,Hardlines,273,27146
12/22/20,Furniture,Hardlines,261,24536
12/23/20,Furniture,Hardlines,237,22532
12/24/20,Furniture,Hardlines,225,22350
12/25/20,Furniture,Hardlines,288,27117
12/26/20,Furniture,Hardlines,281,27482
12/27/20,Furniture,Hardlines,268,27097
12/28/20,Furniture,Hardlines,244,25125
12/29/20,Furniture,Hardlines,241,23326
12/30/20,Furniture,Hardlines,216,20562
12/31/20,Furniture,Hardlines,236,21661
1/1/21,Furniture,Hardlines,275,24012
1/2/21,Furniture,Hardlines,306,27643
1/3/21,Furniture,Hardlines,288,26266
1/4/21,Furniture,Hardlines,285,25549
1/5/21,Furniture,Hardlines,263,23671
1/6/21,Furniture,Hardlines,260,23052
1/7/21,Furniture,Hardlines,229,23114
1/8/21,Furniture,Hardlines,265,24205
1/9/21,Furniture,Hardlines,294,27672
1/10/21,Furniture,Hardlines,275,27177
1/11/21,Furniture,Hardlines,266,27184
1/12/21,Furniture,Hardlines,269,23642
1/13/21,Furniture,Hardlines,250,23944
1/14/21,Furniture,Hardlines,221,23171
1/15/21,Furniture,Hardlines,283,25528
1/16/21,Furniture,Hardlines,294,27785
1/17/21,Furniture,Hardlines,281,28818
1/18/21,Furniture,Hardlines,298,26367
1/19/21,Furniture,Hardlines,262,25932
1/20/21,Furniture,Hardlines,266,23637
1/21/21,Furniture,Hardlines,241,22029
1/22/21,Furniture,Hardlines,240,24422
1/23/21,Furniture,Hardlines,286,24886
1/24/21,Furniture,Hardlines,253,23026
1/25/21,Furniture,Hardlines,277,27835
1/26/21,Furniture,Hardlines,310,27925
1/27/21,Furniture,Hardlines,259,25671
1/28/21,Furniture,Hardlines,255,24242
1/29/21,Furniture,Hardlines,294,26160
1/30/21,Furniture,Hardlines,513,63047
1/31/21,Furniture,Hardlines,863,114036
2/1/21,Furniture,Hardlines,298,27123
2/2/21,Furniture,Hardlines,279,26502
2/3/21,Furniture,Hardlines,283,26021
2/4/21,Furniture,Hardlines,263,24722
2/5/21,Furniture,Hardlines,298,26643
2/6/21,Furniture,Hardlines,306,29928
2/7/21,Furniture,Hardlines,294,27276
2/8/21,Furniture,Hardlines,313,27034
2/9/21,Furniture,Hardlines,270,26191
2/10/21,Furniture,Hardlines,273,25716
2/11/21,Furniture,Hardlines,242,22921
2/12/21,Furniture,Hardlines,284,26872
2/13/21,Furniture,Hardlines,309,31635
2/14/21,Furniture,Hardlines,310,30828
2/15/21,Furniture,Hardlines,288,27912
2/16/21,Furniture,Hardlines,275,27830
2/17/21,Furniture,Hardlines,287,27716
2/18/21,Furniture,Hardlines,275,26478
2/19/21,Furniture,Hardlines,325,30668
2/20/21,Furniture,Hardlines,342,34116
2/21/21,Furniture,Hardlines,342,34365
2/22/21,Furniture,Hardlines,326,32024
2/23/21,Furniture,Hardlines,305,30061
2/24/21,Furniture,Hardlines,291,28314
2/25/21,Furniture,Hardlines,272,25751
2/26/21,Furniture,Hardlines,315,29682
2/27/21,Furniture,Hardlines,363,34733
2/28/21,Furniture,Hardlines,344,32739
3/1/21,Furniture,Hardlines,337,32757
3/2/21,Furniture,Hardlines,335,32586
3/3/21,Furniture,Hardlines,318,32487
3/4/21,Furniture,Hardlines,294,29586
3/5/21,Furniture,Hardlines,324,33415
3/6/21,Furniture,Hardlines,367,33305
3/7/21,Furniture,Hardlines,343,34732
3/8/21,Furniture,Hardlines,330,33234
3/9/21,Furniture,Hardlines,309,30622
3/10/21,Furniture,Hardlines,296,27361
3/11/21,Furniture,Hardlines,277,27990
3/12/21,Furniture,Hardlines,338,30635
3/13/21,Furniture,Hardlines,330,31393
3/14/21,Furniture,Hardlines,334,33120
3/15/21,Furniture,Hardlines,323,31642
3/16/21,Furniture,Hardlines,301,29248
3/17/21,Furniture,Hardlines,287,24851
3/18/21,Furniture,Hardlines,253,26248
3/19/21,Furniture,Hardlines,336,29721
3/20/21,Furniture,Hardlines,350,33510
3/21/21,Furniture,Hardlines,339,31719
3/22/21,Furniture,Hardlines,304,28598
3/23/21,Furniture,Hardlines,313,29692
3/24/21,Furniture,Hardlines,303,26375
3/25/21,Furniture,Hardlines,297,25777
3/26/21,Furniture,Hardlines,297,27788
3/27/21,Furniture,Hardlines,374,36957
